date,instance_request,cpu_request,mem_request,MISC_request,P100_request,T4_request,V100M32_request,V100_request
2020-07-01 03:05:00,5521.896666666667,220729024077.46667,8249752726.408789,13373659955.066666,7256801400.0,1614003883.9999998,591920000.0,2072227000.0
2020-07-01 03:10:00,5519.26,221027370571.6667,8260809011.115886,13389444408.833332,7256801400.0,1620386400.3333335,591920000.0,2072227000.0
2020-07-01 03:15:00,5499.763333333333,220984168618.66663,8269981728.947917,13362434879.083334,7256801400.0,1636806544.0,591920000.0,2072227000.0
2020-07-01 03:20:00,5413.996666666667,219850023987.7333,8230001648.804687,13352438721.033333,7193674098.0,1638158941.3333335,591920000.0,2072227000.0
2020-07-01 03:25:00,5351.263333333333,217642405607.3333,8146146427.479947,13303503209.583334,7089793600.0,1638654118.0,591920000.0,2083160056.0
2020-07-01 03:30:00,5169.766666666666,217928620966.06668,8153838665.895572,13307699863.950005,7089793600.0,1630423119.3333333,591920000.0,2116027810.0
2020-07-01 03:35:00,5102.66,217943229714.0,8155056855.116614,13278407720.666666,7114926784.0,1636131370.0,591920000.0,2114967200.0
2020-07-01 03:40:00,5171.539999999999,219275387538.00003,8214669967.937631,13161190872.666666,7290627800.0,1636668590.666667,591920000.0,2114967200.0
2020-07-01 03:45:00,5409.016666666666,218947298666.0,8219813568.039844,13116933503.75,7319855005.333333,1631792452.0,591920000.0,2114967200.0
2020-07-01 03:50:00,5338.916666666668,224499742120.0,8360265971.763332,13186212790.25,7498199651.666667,1631276343.0,591920000.0,2114967200.0
2020-07-01 03:55:00,5099.693333333334,223233673368.66663,8231242212.805729,13073247204.75,7486616077.999999,1635491234.6666667,591920000.0,2114967200.0
2020-07-01 04:00:00,4905.660000000001,221921542318.0,8169025817.978516,13011643767.5,7419265855.333333,1630228334.6666667,591920000.0,2114967200.0
2020-07-01 04:05:00,4881.186666666667,221566147888.0,8157891627.373074,13021933216.333332,7405846733.333334,1621202650.5,591920000.0,2114967200.0
